placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
222-222@5s8-cj8-8gk,,CSL Plasma,SG_BRAND_7b3a0aabce934a6,CSL Plasma,Other Ambulatory Health Care Services,Blood and Organ Banks,621991,44.948607,-93.272511,304 E Lake St,Minneapolis,MN,55408,US,+16122780399,"{ ""Mon"": [[""6:00"", ""20:00""]], ""Tue"": [[""6:00"", ""20:00""]], ""Wed"": [[""6:00"", ""20:00""]], ""Thu"": [[""6:00"", ""20:00""]], ""Fri"": [[""6:00"", ""20:00""]], ""Sat"": [[""6:00"", ""16:00""]], ""Sun"": [[""6:00"", ""16:00""]] }",,,,2019-07-01,POLYGON
zzw-222@5s8-cd8-w6k,,Bank of America,SG_BRAND_73971897e96ce01fa107640e730f905a,Bank of America,Depository Credit Intermediation,Commercial Banking,522110,44.953493,-93.298085,2700 Hennepin Ave Ste 101,Minneapolis,MN,55408,US,,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [[""9:00"", ""13:00""]], ""Sun"": [] }",,,,2021-01-19,POLYGON
zzw-226@5pb-kst-xh5,,Great Clips,SG_BRAND_2455d18c3dd9107af26c64a7f7248edd,Great Clips,Personal Care Services,Beauty Salons,812112,44.948596,-93.299293,1438 W Lake St,Minneapolis,MN,55408,US,+16128276599,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [[""10:00"", ""18:00""], [""10:00"", ""17:00""]], ""Sun"": [[""10:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
zzw-222@5s8-cj9-6rk,,T Mobile Authorized Retailer,SG_BRAND_4b82356db1a8f4a2db26dd5b7e30abba,T-Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312,44.948525,-93.262471,800 E Lake St,Minneapolis,MN,55407,US,+16122942960,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",,,,2019-07-01,POLYGON
226-222@5s8-cj8-9s5,226-224@5s8-cj8-9s5,Dollar Tree,SG_BRAND_6b1e006c89aa3f8b054a05fa90581501,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,44.947772,-93.277051,3001 Nicollet Ave,Minneapolis,MN,55408,US,,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }",,,,2019-07-01,POLYGON
zzw-222@5s8-cj5-w6k,,Farmers Insurance Group,SG_BRAND_ee53498a2846250eb753e44e4042a679,Farmers Insurance Group,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,44.94812,-93.25217,1527 E Lake St Ste 200E,Minneapolis,MN,55407,US,,"{ ""Mon"": [[""9:30"", ""18:30""]], ""Tue"": [[""9:30"", ""18:30""]], ""Wed"": [[""9:30"", ""18:30""]], ""Thu"": [[""9:30"", ""18:30""]], ""Fri"": [[""9:30"", ""18:30""]], ""Sat"": [], ""Sun"": [] }",,,,2021-03-18,POLYGON
zzw-222@5s8-cj9-87q,,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,44.948161,-93.264195,719 E Lake St,Minneapolis,MN,55407,US,+16127814244,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [] }",,,,2021-02-02,POLYGON
223-223@5s8-cd4-rp9,223-222@5s8-cd4-rp9,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,44.984408,-93.279757,601 N 5th St,Minneapolis,MN,55401,US,,"{ ""Mon"": [[""0:00"", ""2:00""], [""4:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""4:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""4:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""4:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""4:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""4:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""4:00"", ""24:00""]] }",,,,2021-02-02,POLYGON
zzy-226@5pb-kst-w6k,,Floyd's 99 Barbershop,SG_BRAND_d1a42ed2a65575165bc7ed8047f37952,Floyd's 99 Barbershop,Personal Care Services,Barber Shops,812111,44.948566,-93.295515,1220 W. Lake St. None,Minneapolis,MN,55408,US,+16128222240,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
229-222@5s8-chz-s89,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.917515,-93.215689,4741 Hiawatha Ave,Minneapolis,MN,55406,US,+16127217534,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""10:00"", ""21:00""]] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,2019-07-01,POLYGON
225-222@5s8-ckz-2ff,,Sears Home Services,SG_BRAND_5c7f85555964e8af,Sears Home Services,Department Stores,Department Stores,452210,44.993211,-93.217143,2700 Winter St NE Ste 1,Minneapolis,MN,55413,US,+16123316456,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [[""9:00"", ""22:00""]] }",,,,2019-12-07,POLYGON
22p-222@5s8-cd6-ht9,,Jimmy John's,SG_BRAND_a04f493d784143c9b21b2689e32fd0d1,Jimmy John's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.974751,-93.272812,88 S 9th St,Minneapolis,MN,55402,US,+16123322323,"{ ""Mon"": [[""10:30"", ""18:00""]], ""Tue"": [[""10:30"", ""18:00""]], ""Wed"": [[""10:30"", ""18:00""]], ""Thu"": [[""10:30"", ""18:00""]], ""Fri"": [[""10:30"", ""18:00""]], ""Sat"": [[""10:30"", ""15:00""]], ""Sun"": [] }","Counter Service,Sandwich Shop,Lunch,Deli,Catering,Dinner",,,2019-07-01,POLYGON
zzw-222@5pb-kt6-st9,,Mobil,SG_BRAND_5b0bdabac6b05c2e37cd904ce2c6fadf,Mobil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.897373,-93.277519,5801 Nicollet Ave,Minneapolis,MN,55419,US,,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",,,,2019-07-01,POLYGON
22h-222@5s8-cdf-q9f,,Amstar,SG_BRAND_16b3a03bbfbfcfed,Amstar,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.999691,-93.302043,1604 W Broadway Ave,Minneapolis,MN,55411,US,,,,,,2020-10-10,POLYGON
229-223@5pb-kst-wx5,,Walgreens,SG_BRAND_63ea689e38887d2a25b1f57a6f86748f,Walgreens,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,44.948141,-93.295123,1221 W Lake St,Minneapolis,MN,55408,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""8:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
22h-222@5s8-cj3-jvz,,DaVita,SG_BRAND_b92d75d5850ea7f89a9d03198bfeb0a3,DaVita,Outpatient Care Centers,Kidney Dialysis Centers,621492,44.937361,-93.287735,3601 Lyndale Ave S,Minneapolis,MN,55409,US,+16128254583,,,,,2019-07-01,POLYGON
zzw-222@5s8-cky-wzf,224-222@5s8-ckz-8sq,T Mobile Store,SG_BRAND_4b82356db1a8f4a2db26dd5b7e30abba,T-Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312,45.005007,-93.228175,1710 New Brighton Blvd,Minneapolis,MN,55413,US,+16127063950,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",,,,2019-07-01,POLYGON
24y-222@5s8-cd6-fxq,,Taco John's,SG_BRAND_f92cba702cf7f997b776d807b54cbe79,Taco John's,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.976864,-93.270057,607 Marquette Ave Ste 208,Minneapolis,MN,55402,US,+16123327000,"{ ""Mon"": [[""6:30"", ""18:00""]], ""Tue"": [[""6:30"", ""18:00""]], ""Wed"": [[""6:30"", ""18:00""]], ""Thu"": [[""6:30"", ""18:00""]], ""Fri"": [[""6:30"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Mexican Food,Dinner",,,2019-07-01,POLYGON
223-223@5s8-cd9-68v,222-222@5s8-cd5-tqf,Re Max Results,SG_BRAND_1ba9b5716a0d223ef444be8cdd83f5c1,REMAX,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,44.972221,-93.285981,1609 Hennepin Ave,Minneapolis,MN,55403,US,,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""10:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
22m-222@5s8-cd6-k2k,,Chipotle Mexican Grill,SG_BRAND_87bd111b6dd52ef32eaf3abf6d509065,Chipotle Mexican Grill,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.97705,-93.268183,200 S 6th St Ste 100,Minneapolis,MN,55402,US,+16122520050,"{ ""Mon"": [[""10:30"", ""18:00""]], ""Tue"": [[""10:30"", ""18:00""]], ""Wed"": [[""10:30"", ""18:00""]], ""Thu"": [[""10:30"", ""18:00""]], ""Fri"": [[""10:30"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","Counter Service,Lunch,Mexican Food,Catering,Dinner",,,2019-07-01,POLYGON
24b-223@5pb-ksn-c3q,,Ace Hardware,SG_BRAND_0042ddcf1dfda78309cac2609a8e56e0,Ace Hardware,Building Material and Supplies Dealers,Hardware Stores,444130,44.924378,-93.315581,2813 W 43rd St,Minneapolis,MN,55410,US,,"{ ""Mon"": [[""7:30"", ""20:00""]], ""Tue"": [[""7:30"", ""20:00""]], ""Wed"": [[""7:30"", ""20:00""]], ""Thu"": [[""7:30"", ""20:00""]], ""Fri"": [[""7:30"", ""20:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [[""10:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
22t-222@5s8-cj7-zfz,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.948016,-93.222152,3425 E Lake St,Minneapolis,MN,55406,US,+16127213044,,"Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,2019-07-01,POLYGON
222-222@5s8-ckr-z4v,zzw-224@5s8-ckr-z4v,Kung Fu Tea,SG_BRAND_85e05e774af2e93f,Kung Fu Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,44.973876,-93.224804,923 Washington Ave SE,Minneapolis,MN,55414,US,+16123798886,"{ ""Mon"": [[""12:00"", ""21:00""]], ""Tue"": [[""12:00"", ""21:00""]], ""Wed"": [[""12:00"", ""21:00""]], ""Thu"": [[""12:00"", ""21:00""]], ""Fri"": [[""12:00"", ""21:00""]], ""Sat"": [[""12:00"", ""21:00""]], ""Sun"": [[""12:00"", ""21:00""]] }","Drinks,Counter Service,Bubble Tea Shop,Take Out and Delivery Only,Smoothie & Juice Bar",,,2019-07-01,POLYGON
zzw-227@5s8-cdb-d7q,zzw-223@5s8-cdb-d7q,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,44.998251,-93.286436,505 W Broadway Ave,Minneapolis,MN,55411,US,,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }",,,,2021-02-02,POLYGON
225-223@5s8-cj9-9pv,zzw-222@5s8-cj5-psq,Allina Health,SG_BRAND_2b42b6e3326b00bf,Allina Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,44.95239,-93.260545,920 E 28th St Ste 460,Minneapolis,MN,55407,US,,"{ ""Mon"": [[""8:00"", ""16:30""]], ""Tue"": [[""8:00"", ""16:30""]], ""Wed"": [[""8:00"", ""16:30""]], ""Thu"": [[""8:00"", ""16:30""]], ""Fri"": [[""8:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",,,,2021-05-22,POLYGON
zzy-222@5s8-cj5-q2k,,Impark,SG_BRAND_11feca234029d8c9,Impark,Other Personal Services,Parking Lots and Garages,812930,44.953583,-93.257242,921 East 27th Street,Minneapolis,MN,55407,US,,,,,,,POLYGON
zzw-222@5s8-cks-4vz,zzw-222@5s8-cks-52k,Buffalo Wild Wings,SG_BRAND_f5c3315bd88c63a7a421a97165d8b108,Buffalo Wild Wings,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.975999,-93.226755,2001 University Ave SE Ste 100,Minneapolis,MN,55414,US,+16126179464,"{ ""Mon"": [[""11:00"", ""24:00""]], ""Tue"": [[""11:00"", ""24:00""]], ""Wed"": [[""11:00"", ""24:00""]], ""Thu"": [[""11:00"", ""24:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""23:00""]] }","Late Night,Chicken Wings,Lunch,American Food,Casual Dining,Sports Bar,Dinner",,,2019-07-01,POLYGON
zzw-226@5s8-cdb-d7q,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.998366,-93.286802,521 W Broadway Ave,Minneapolis,MN,55411,US,+16125211505,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""9:00"", ""19:00""]] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,2019-07-01,POLYGON
zzw-224@5s8-cj9-2ff,zzw-222@5s8-cj5-psq,Allina Health,SG_BRAND_2b42b6e3326b00bf,Allina Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,44.952566,-93.262033,800 E 28th St,Minneapolis,MN,55407,US,+16128634467,"{ ""Mon"": [[""6:00"", ""18:00""]], ""Tue"": [[""6:00"", ""18:00""]], ""Wed"": [[""6:00"", ""18:00""]], ""Thu"": [[""6:00"", ""18:00""]], ""Fri"": [[""6:00"", ""18:00""]], ""Sat"": [[""7:00"", ""13:30""]], ""Sun"": [] }",,,,2021-05-22,POLYGON
22b-222@5pb-kt7-k4v,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110,44.903287,-93.278482,5500 Nicollet Ave,Minneapolis,MN,55419,US,+16128232726,"{ ""Mon"": [[""6:30"", ""17:00""]], ""Tue"": [[""6:30"", ""17:00""]], ""Wed"": [[""6:30"", ""17:00""]], ""Thu"": [[""6:30"", ""17:00""]], ""Fri"": [[""6:30"", ""17:00""]], ""Sat"": [[""6:30"", ""15:30""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
26c-222@5s8-cj7-92k,,Budget Rent A Car,SG_BRAND_33fdab5dc995faeef38615470f3999f7,Budget Rent A Car,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111,44.941951,-93.233228,3355 Hiawatha Ave,Minneapolis,MN,55406,US,,"{ ""Mon"": [[""7:30"", ""17:00""]], ""Tue"": [[""7:30"", ""17:00""]], ""Wed"": [[""7:30"", ""17:00""]], ""Thu"": [[""7:30"", ""17:00""]], ""Fri"": [[""7:30"", ""17:00""]], ""Sat"": [[""8:00"", ""13:00""]], ""Sun"": [[""9:00"", ""12:00""]] }",,,,2019-07-01,POLYGON
22x-222@5s8-cd5-f2k,,Elliot Park Hotel Autograph Collection,SG_BRAND_b9579b602f7a1d2c,Autograph Collection Hotels,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,44.972047,-93.266394,823 5th Ave S,Minneapolis,MN,55404,US,+16123892300,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
225-222@5s8-cd6-jvz,,State Farm,SG_BRAND_1eeccf353a7dd8a1ad3b37c746fc6d82,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,44.976887,-93.267573,222 S 9th St Ste 270,Minneapolis,MN,55402,US,+16128438444,,,,,,POLYGON
227-222@5s8-cd8-f4v,,Edward Jones,SG_BRAND_ce49fd2da39027552888496287fa81a5,Edward Jones,Other Financial Investment Activities,Miscellaneous Financial Investment Activities,523999,44.962951,-93.291607,1934 Hennepin Ave Ste 206,Minneapolis,MN,55403,US,+16128714204,,,,,2019-07-01,POLYGON
zzw-227@5s8-cj9-g6k,,Bambu,SG_BRAND_9acaa196df388a52,Bambu,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,44.952255,-93.277623,2743 Nicollet Ave,Minneapolis,MN,55408,US,+16127876166,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [] }","Chinese Food,Asian Food,Lunch,Casual Dining,Sushi,Catering,Dessert,Dinner,Thai Food",,,2019-07-01,POLYGON
225-225@5pb-ksr-td9,,Walgreens Pharmacy,SG_BRAND_33ef43259b465c12,Walgreens Pharmacy,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,44.9492,-93.32131,3240 W Lake St,Minneapolis,MN,55416,US,,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }",,,,2021-07-19,POLYGON
zzy-222@5pb-ksr-wkz,zzw-222@5pb-ksr-w8v,Noodles & Company,SG_BRAND_6e4e612dc06a882cd34b8d0466e84a56,Noodles & Company,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.94745,-93.321521,3040 Excelsior Blvd At Lake,Minneapolis,MN,55416,US,+16129156440,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }","Counter Service,Asian Food,Lunch,American Food,Catering,Dinner",,,2019-07-01,POLYGON
22k-222@5s8-cd6-ht9,,The Melting Pot Restaurant,SG_BRAND_5b5952be425493ae354f91be4127d2df,The Melting Pot Restaurant,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.974568,-93.272595,80 S 9th St,Minneapolis,MN,55402,US,+16123389900,"{ ""Mon"": [[""11:30"", ""22:00""]], ""Tue"": [[""11:30"", ""22:00""]], ""Wed"": [[""11:30"", ""22:00""]], ""Thu"": [[""11:30"", ""22:00""]], ""Fri"": [[""11:30"", ""23:00""]], ""Sat"": [[""11:30"", ""23:00""]], ""Sun"": [[""11:30"", ""22:00""]] }","Fondue,Drinks,Lunch,Fine Dining,Dessert,Dinner",,,2019-07-01,POLYGON
22p-222@5s8-cfz-2ff,,Allstate Insurance,SG_BRAND_5a9e6695c8055aeb6c210e6bfb45d6b5,Allstate Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,45.010119,-93.236919,2213 Johnson St NE Ste A,Minneapolis,MN,55418,US,+16127886279,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07-01,POLYGON
22g-222@5s8-cdd-8vz,,Minuteman Press,SG_BRAND_da6d31429170ed4b9b599780c5e63159,Minuteman Press,Printing and Related Support Activities,Commercial Screen Printing,323113,44.989185,-93.251657,527 2nd Ave SE,Minneapolis,MN,55414,US,,"{ ""Mon"": [[""8:00"", ""16:30""]], ""Tue"": [[""8:00"", ""16:30""]], ""Wed"": [[""8:00"", ""16:30""]], ""Thu"": [[""8:00"", ""16:30""]], ""Fri"": [[""8:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07-01,POLYGON
zzw-222@5s8-cdc-v75,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,44.983828,-93.267314,100 Hennepin Ave,Minneapolis,MN,55401,US,+16513562678,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",,,2021-03-08,POLYGON
zzw-225@5s8-ckr-zxq,222-222@5s8-ckr-zxq,Papa John's,SG_BRAND_2bc3b742e1d5eb8993fb301179f1700b,Papa John's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.972805,-93.218666,2639 University Ave SE Ste 130,Minneapolis,MN,55414,US,,"{ ""Mon"": [[""10:00"", ""24:00""]], ""Tue"": [[""10:00"", ""24:00""]], ""Wed"": [[""10:00"", ""24:00""]], ""Thu"": [[""10:00"", ""24:00""]], ""Fri"": [[""10:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""10:00"", ""24:00""]] }","Counter Service,Late Night,Pizza,Lunch,Take Out and Delivery Only,Dinner",,,2019-07-01,POLYGON
222-222@5s8-cky-t5f,,Burger King,SG_BRAND_60d8d6d29e2c4b14f4ea1983baefd36e,Burger King,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,45.003388,-93.228054,1500 Stinson Blvd,Minneapolis,MN,55413,US,+16123318582,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""22:00""]], ""Sat"": [[""6:00"", ""22:00""]], ""Sun"": [[""7:00"", ""22:00""]] }","Counter Service,Late Night,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07-01,POLYGON
zzw-22r@5s8-cd6-fvf,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.97791,-93.271775,555 Nicollet Mall,Minneapolis,MN,55402,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,2019-07-01,POLYGON
222-222@5s8-cjj-6tv,zzw-222@5s8-cjc-mkz,Holiday Station,SG_BRAND_1e46ae654a5319f15f003146f644c7eb,Holiday Station,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.864122,-93.223761,7700 34th Ave S,Minneapolis,MN,55450,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
224-222@5pb-kt6-n5z,,BP,SG_BRAND_5cfdb867e96374c7883b31d6928cc4cb,BP,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.904803,-93.288715,5400 Lyndale Ave S,Minneapolis,MN,55419,US,+16128229686,"{ ""Mon"": [[""6:00"", ""23:00""]], ""Tue"": [[""6:00"", ""23:00""]], ""Wed"": [[""6:00"", ""23:00""]], ""Thu"": [[""6:00"", ""23:00""]], ""Fri"": [[""6:00"", ""22:00""]], ""Sat"": [[""6:00"", ""23:00""]], ""Sun"": [[""6:00"", ""23:00""]] }",,,,2019-07-01,POLYGON
